id,laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Total Resolution
1045,1099,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,750.0,2073600.0
1046,467,559.0,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,544.0,2073600.0
1047,26,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.3,418.64,1049088.0
1050,1270,899.0,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6100U 2.3GHz,6.0,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,569.0,2073600.0
1051,437,1624.0,Chromebook 3,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,269.0,1049088.0
1052,752,899.0,Thinkpad P51s,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16.0,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5,3299.0,8294400.0
1053,450,899.0,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4.0,128GB SSD,Intel HD Graphics 505,Windows 10,2.2,349.0,2073600.0
1055,918,914.0,Elitebook 820,Netbook,12.5,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.26,1483.0,2073600.0
1056,320,949.0,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.33,844.0,2073600.0
1058,976,559.0,Aspire F5-573G-510L,Notebook,15.6,Intel Core i5 7200U 2.5GHz,12.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,1009.0,2073600.0
1059,623,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD,AMD Radeon R5 M420,Linux,2.18,569.0,2073600.0
1060,520,949.0,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,1219.24,2073600.0
1063,933,1684.0,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1119.91,2073600.0
1065,177,1195.0,Satellite Pro,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,489.0,1049088.0
1067,3,914.0,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,No OS,1.86,575.0,2073600.0
1068,1161,914.0,ZBook 15,Workstation,15.6,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,2229.0,2073600.0
1069,631,914.0,EliteBook 850,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 7,1.88,932.0,1049088.0
1071,1258,899.0,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,597.57,2073600.0
1074,561,914.0,ProBook 470,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,2073600.0
1075,1055,210.8,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel Atom X5-Z8350 1.44GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,210.8,1049088.0
1077,313,899.0,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,819.0,2073600.0
1078,1262,914.0,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.54,1099.99,2073600.0
1079,464,1340.0,Surface Laptop,Ultrabook,13.5,Intel Core M m3-7Y30 2.2GHz,4.0,128GB SSD,Intel HD Graphics 615,Windows 10 S,1.252,989.0,3393024.0
1082,584,899.0,IdeaPad Y910-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,2073600.0
1083,1320,963.0,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,369.0,1049088.0
1084,409,899.0,ThinkPad E580,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1,1144.5,2073600.0
1085,51,899.0,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,319.0,2304000.0
1086,310,899.0,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4.0,1TB HDD,Intel HD Graphics 505,No OS,2.2,359.99,1049088.0
1088,347,899.0,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12.0,2TB HDD,AMD Radeon 530,Windows 10,2.2,899.0,2073600.0
1090,491,899.0,ThinkPad E570,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.3,565.0,1049088.0
1091,831,899.0,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2499.0,2073600.0
1092,551,963.0,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 1.8GHz,4.0,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2.0,349.0,1049088.0
1093,47,899.0,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,No OS,2.2,369.0,1049088.0
1094,1302,899.0,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,638.0,2073600.0
1095,257,963.0,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 3GHz,4.0,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68,469.0,1049088.0
1096,201,914.0,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,959.0,2073600.0
1097,952,949.0,Latitude 7480,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1639.0,2073600.0
1100,1110,559.0,Aspire F5-573G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,799.0,2073600.0
1101,795,1684.0,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,2073600.0
1103,771,1879.0,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8.0,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1559.0,3840000.0
1106,996,899.0,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,6.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,549.0,2073600.0
1107,947,899.0,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6560U 2.2GHz,16.0,1TB SSD,Intel Iris Graphics 540,Windows 10,1.3,1799.0,5760000.0
1108,1114,963.0,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,2299.0,2073600.0
1110,1289,899.0,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,5760000.0
1111,1059,914.0,EliteBook 850,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84,2103.34,2073600.0
1113,67,963.0,ZenBook Pro,Ultrabook,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,1.8,1983.0,2073600.0
1114,171,949.0,Inspiron 5577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,1060.49,2073600.0
1116,936,914.0,Envy 13-AB077cl,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.39,1149.0,5760000.0
1119,998,1195.0,Tecra A40-C-1KF,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.75,915.0,1049088.0
1120,1311,899.0,IdeaPad Y700-15ISK,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,8.0,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,899.0,2073600.0
1121,160,963.0,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1315.0,2073600.0
1122,527,899.0,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,2073600.0
1126,172,559.0,Aspire A517-51G,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,854.0,2073600.0
1129,741,559.0,Extensa EX2540-58KR,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,559.0,1049088.0
1130,980,949.0,Latitude 5580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,825.0,1049088.0
1131,367,963.0,Zenbook UX410UA-GV027T,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,945.0,2073600.0
1132,1305,914.0,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,Intel Core i7 6500U 2.5GHz,6.0,1TB HDD,AMD Radeon R5 M330,Windows 10,2.19,764.0,1049088.0
1133,204,949.0,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65,1845.0,8294400.0
1134,709,899.0,IdeaPad 320-15AST,Notebook,15.6,AMD A9-Series 9420 2.9GHz,4.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,399.0,2073600.0
1136,60,963.0,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,256GB SSD,Intel HD Graphics 520,Linux,2.0,415.0,2073600.0
1137,595,899.0,Ideapad 320-15IKBR,Notebook,15.6,Intel Core i7 8550U 1.8GHz,12.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.2,609.0,1049088.0
1138,1254,914.0,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.54,2198.19,3686400.0
1139,961,899.0,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,685.0,2073600.0
1140,663,1195.0,Tecra A50-D-11M,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,1064.0,2073600.0
1141,1171,949.0,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1199.0,2073600.0
1142,535,949.0,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,AMD Radeon R5 M430,Windows 10,2.3,585.0,2073600.0
1144,658,963.0,ROG G701VI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32.0,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8,2799.0,2073600.0
1145,1118,914.0,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8.0,1TB HDD,AMD FirePro W6150M,Windows 7,3.0,2899.0,2073600.0
1146,433,949.0,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,1142.4,2073600.0
1149,505,899.0,ThinkPad 13,Notebook,13.3,Intel Core i3 7100U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,949.0,2073600.0
1152,956,559.0,TravelMate P259-G2,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.23,619.0,1049088.0
1153,259,559.0,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4.0,256GB SSD,Nvidia GeForce MX130,Windows 10,3.0,702.0,2073600.0
1154,859,914.0,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.54,1468.0,2073600.0
1157,99,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,256GB SSD,AMD Radeon R5 M430,Linux,2.2,485.0,2073600.0
1158,564,899.0,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,949.0,1440000.0
1159,1112,1684.0,GS70 Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,2073600.0
1160,646,899.0,Thinkpad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1757.42,2073600.0
1161,635,963.0,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.5,639.01,2073600.0
1165,967,963.0,Chromebook Flip,2 in 1 Convertible,12.5,Intel Core M M7-6Y75 1.2GHz,8.0,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,1159.0,2073600.0
1166,38,949.0,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,979.0,2073600.0
1167,1249,3049.0,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16.0,1TB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,3499.0,2073600.0
1168,762,899.0,Thinkpad T460,Ultrabook,14.0,Intel Core i5 6200U 2.3GHz,4.0,180GB SSD,Intel HD Graphics 520,Windows 10,1.7,1096.0,2073600.0
1169,1317,899.0,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,5760000.0
1170,1151,914.0,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8.0,256GB SSD,Nvidia Quadro M3000M,Windows 7,3.0,3949.4,2073600.0
1171,1093,899.0,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,540.0,1049088.0
1172,1040,914.0,ProBook 650,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.31,1189.0,1049088.0
1173,144,899.0,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,1116.02,2073600.0
1174,823,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18,789.81,2073600.0
1175,556,899.0,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.99,1729.0,2073600.0
1177,1156,899.0,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,2.8,2440.0,3686400.0
1178,537,949.0,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,2073600.0
1179,1313,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon R5 M430,Linux,2.3,805.99,1049088.0
1181,235,963.0,Pro P2540UA-XO0198T,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,398.99,1049088.0
1182,29,949.0,Latitude 5590,Ultrabook,15.6,Intel Core i7 8650U 1.9GHz,8.0,256GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1298.0,2073600.0
1183,1273,963.0,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,339.0,1049088.0
1184,359,914.0,Zbook 15,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1738.27,2073600.0
1186,856,914.0,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,615.0,1049088.0
1187,1094,914.0,Probook 650,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 7,2.31,940.0,2073600.0
1189,681,899.0,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series E2-9000 2.2GHz,4.0,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2,349.0,1049088.0
1190,366,914.0,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,439.0,1049088.0
1191,586,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,AMD Radeon R5 M430,Linux,2.2,749.01,2073600.0
1192,254,1339.69,MacBook Pro,Ultrabook,13.3,Intel Core i5 3.1GHz,8.0,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37,2040.0,4096000.0
1193,1316,899.0,Yoga 500-14ISK,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,638.0,2073600.0
1194,277,949.0,Inspiron 3576,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 520,Linux,2.14,735.07,2073600.0
1195,1160,914.0,Spectre Pro,2 in 1 Convertible,13.3,Intel Core i5 6300U 2.4GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,1629.0,2073600.0
1196,168,559.0,Aspire A315-31,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.1,348.0,1049088.0
1197,983,899.0,IdeaPad 310-15IKB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6.0,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,695.0,2073600.0
1198,1202,914.0,Pavilion 15-BC000nv,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,6.0,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.18,799.0,2073600.0
1199,625,1684.0,GT62VR 7RE,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,2267.86,2073600.0
1201,516,899.0,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,2073600.0
1203,446,963.0,VivoBook Max,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Linux,2.0,559.0,2073600.0
1205,883,1195.0,Tecra A50-D-11D,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1388.0,2073600.0
1206,1041,914.0,ProBook 640,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.95,1060.0,1049088.0
1207,384,963.0,VivoBook E403NA,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,286.0,1049088.0
1208,946,914.0,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,1TB HDD,Intel HD Graphics 400,No OS,1.86,288.9,1049088.0
1211,1069,914.0,ProBook 650,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,705.15,1049088.0
1212,607,914.0,EliteBook 850,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1219.0,2073600.0
1213,712,899.0,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,1.9,450.0,1049088.0
1214,341,914.0,EliteBook 840,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1268.0,2073600.0
1215,274,899.0,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,880.0,2073600.0
1218,1198,899.0,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.36,1637.0,3686400.0
1219,667,949.0,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3147.37,8294400.0
1220,1236,899.0,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1272.0,2073600.0
1221,609,559.0,Aspire 1,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.6,329.0,2073600.0
1222,106,914.0,Envy 13-ad009n,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38,1119.0,2073600.0
1223,186,899.0,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1849.0,8294400.0
1224,657,899.0,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1584.0,2073600.0
1226,238,949.0,Vostro 5468,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,859.0,2073600.0
1228,304,963.0,ZenBook UX530UQ-PRO,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,1468.0,2073600.0
1230,312,1195.0,Satellite Pro,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2,1043.0,2073600.0
1232,452,949.0,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1179.0,2073600.0
1233,294,899.0,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,659.01,2073600.0
1234,1173,914.0,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,4.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,478.89,2073600.0
1235,853,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,713.99,1049088.0
1237,1216,559.0,Aspire 3,Notebook,15.6,Intel Celeron Dual Core N3350 2GHz,4.0,1TB HDD,Intel HD Graphics 500,Linux,2.1,272.0,1049088.0
1238,422,949.0,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,AMD Radeon R5 M430,Linux,2.3,598.9,2073600.0
1239,1057,899.0,Thinkpad L560,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1049.6,2073600.0
1241,307,899.0,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6.0,1TB HDD,Nvidia GeForce GTX 940M,Windows 10,2.8,649.0,1440000.0
1243,811,949.0,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1499.0,2073600.0
1244,253,914.0,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4.0,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49,675.0,2073600.0
1245,1016,949.0,Vostro 3568,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,547.0,1049088.0
1249,582,265.0,SmartBook 141,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,4.0,32GB SSD,Intel HD Graphics,Windows 10,1.4,249.0,2073600.0
1250,1276,899.0,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8.0,1.0TB Hybrid,AMD Radeon R5 M330,Windows 7,2.32,895.0,2073600.0
1253,801,899.0,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1970.0,2073600.0
1254,969,949.0,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,3154.0,8294400.0
